y/H,N,U/Uc,V/Uc,W/Uc
"1.00244E+01,2.75102E+00,-3.75001E-05,-9.29486E-05,-5.00977E-05,1.17490E-05,-1.95452E-05"
"1.00244E+01,2.77454E+00,-1.72089E-05,-4.93856E-05,-1.66187E-05,-2.86267E-05,-8.50925E-06"
"1.00244E+01,2.79968E+00,-1.83541E-04,-1.15856E-04,6.42908E-05,3.98191E-05,3.68256E-05",,,,,,
"1.00244E+01,2.82373E+00,-7.86987E-05,-7.85141E-05,3.95378E-05,3.12253E-05,4.90491E-05",,,,,,
"1.00244E+01,2.84878E+00,5.51188E-06,-1.25508E-04,3.15382E-05,3.63705E-05,3.86222E-05",,,,,,
"1.00244E+01,2.87280E+00,-4.14873E-05,-1.00983E-04,9.97446E-06,1.80107E-05,6.73779E-06",,,,,,
"1.00244E+01,2.89666E+00,3.92334E-04,-1.67213E-05,8.23698E-05,1.96605E-05,2.48095E-05",,,,,,
"1.00244E+01,2.92256E+00,4.95459E-04,-1.61229E-05,8.02569E-05,4.72557E-05,3.33831E-06",,,,,,
"1.00244E+01,2.94661E+00,1.40228E-03,1.35704E-05,8.54157E-05,1.29004E-05,-4.19807E-06",,,,,,
"1.00244E+01,2.96544E+00,5.47864E-03,2.45919E-04,-8.35631E-05,1.65303E-04,2.59284E-05",,,,,,

TRP_B*.DAT,,,,,,
x/H,y/H,uww>/Uc**3,<vvv>/Uc**3,<vvw>/Uc**3,<vww>/Uc**3,<www>/Uc**3
2.44E-02,5.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2.44E-02,4.10E-02,1.49E-08,1.07E-07,-1.44E-07,-7.94E-07,-1.34E-06
2.44E-02,6.05E-02,-9.04E-07,4.16E-07,-2.51E-08,-3.31E-07,-1.13E-06
2.44E-02,8.52E-02,4.51E-07,-1.21E-06,-3.66E-07,-4.56E-06,-1.02E-05
2.44E-02,1.11E-01,-3.03E-07,2.55E-06,3.95E-06,3.14E-06,1.18E-06
2.44E-02,1.32E-01,-5.90E-09,-1.08E-06,9.44E-07,-9.13E-07,-4.19E-06
2.44E-02,1.60E-01,-2.10E-07,-3.43E-06,-5.64E-07,-2.28E-06,-2.56E-06
2.44E-02,1.82E-01,2.58E-07,-6.27E-06,-9.32E-07,-6.36E-07,-1.72E-06
2.44E-02,2.05E-01,1.70E-06,-1.62E-07,-4.53E-07,-5.43E-06,-1.17E-05
2.44E-02,2.33E-01,-2.40E-07,-4.39E-06,-2.76E-06,-9.84E-06,-1.06E-05
2.44E-02,2.58E-01,-2.35E-07,-1.60E-05,-9.31E-06,-9.09E-06,-4.91E-06
2.44E-02,2.81E-01,-3.01E-07,-2.06E-05,1.41E-07,-1.86E-07,-9.24E-07
2.44E-02,3.06E-01,-1.78E-06,-1.54E-05,-5.23E-06,-1.64E-06,-4.01E-06
2.44E-02,3.30E-01,2.34E-06,-6.79E-06,-1.98E-06,-4.96E-06,3.96E-06
2.44E-02,3.55E-01,2.99E-06,-1.35E-05,7.38E-06,1.14E-05,2.45E-05
2.44E-02,3.77E-01,-2.30E-05,-3.00E-05,4.33E-06,2.04E-05,-3.12E-05
2.44E-02,4.04E-01,3.26E-06,-2.55E-05,8.88E-06,-2.59E-05,-2.04E-05
2.44E-02,4.29E-01,4.09E-06,-6.51E-06,3.51E-05,-8.51E-06,4.79E-05
2.44E-02,4.50E-01,-3.48E-07,-1.44E-05,-1.02E-05,-1.43E-05,-1.66E-05
2.44E-02,4.76E-01,-2.61E-06,-1.41E-05,-3.65E-06,-1.84E-05,-2.49E-05
2.44E-02,5.01E-01,-2.59E-06,-1.15E-05,7.16E-06,5.38E-06,2.22E-06
2.44E-02,5.25E-01,-2.01E-06,-5.47E-06,-1.75E-07,-6.55E-06,-6.71E-06
2.44E-02,5.50E-01,2.37E-06,-7.54E-06,5.18E-06,-1.86E-06,-2.53E-05
2.44E-02,5.75E-01,9.06E-06,-1.90E-05,7.54E-06,-1.67E-06,-5.41E-05
2.44E-02,6.00E-01,1.04E-06,-1.04E-05,-8.63E-06,-1.06E-05,-2.72E-05
2.44E-02,6.20E-01,-5.12E-06,-1.74E-05,5.36E-06,2.84E-06,1.57E-05
2.44E-02,6.49E-01,2.12E-06,5.94E-06,1.99E-06,-2.52E-06,-3.29E-05
2.44E-02,6.73E-01,1.87E-06,-6.47E-07,-8.47E-06,-2.04E-05,-5.87E-05
2.44E-02,7.00E-01,7.40E-07,-2.76E-05,-1.51E-05,2.78E-06,-1.14E-05
2.44E-02,7.21E-01,-2.06E-06,-1.60E-05,8.16E-06,-1.18E-06,-1.97E-05
2.44E-02,7.46E-01,-3.71E-06,-4.12E-06,-3.40E-06,-7.54E-06,-3.26E-05
2.44E-02,7.71E-01,2.99E-06,-5.89E-06,-6.07E-06,-1.38E-05,4.29E-07
2.44E-02,7.96E-01,-4.75E-06,-2.37E-06,8.83E-07,-1.52E-06,2.61E-06
2.44E-02,8.18E-01,-5.13E-07,-5.19E-06,6.87E-07,-9.54E-06,3.31E-06
2.44E-02,8.42E-01,-2.97E-06,-4.26E-06,-7.43E-07,2.78E-07,-5.72E-06
2.44E-02,8.69E-01,-4.96E-06,3.02E-07,7.36E-06,4.91E-06,-5.19E-05
2.44E-02,8.91E-01,-1.28E-04,-2.46E-05,1.80E-05,2.19E-05,5.17E-05
2.44E-02,9.17E-01,-1.82E-06,3.00E-06,7.62E-07,2.86E-07,-4.59E-06
2.44E-02,9.42E-01,-1.76E-06,6.37E-07,-2.92E-06,1.00E-05,5.28E-05
2.44E-02,9.65E-01,-4.75E-05,-6.13E-05,2.66E-06,2.26E-05,3.28E-05
2.44E-02,9.90E-01,9.37E-07,1.98E-05,5.17E-08,1.27E-07,-1.00E-05
2.44E-02,1.02E+00,1.91E-05,-1.00E-06,1.36E-07,2.47E-06,1.20E-05
2.44E-02,1.04E+00,5.53E-05,-8.26E-06,8.86E-07,-8.30E-06,9.81E-06
2.44E-02,1.06E+00,8.31E-05,-7.39E-06,-2.67E-06,-2.15E-06,-2.20E-05
2.44E-02,1.09E+00,4.72E-05,-7.69E-06,9.31E-07,1.92E-05,1.10E-05
2.44E-02,1.11E+00,8.31E-06,-8.68E-06,8.57E-06,9.71E-06,4.03E-05
2.44E-02,1.14E+00,-1.36E-05,-1.61E-05,-3.81E-06,3.61E-06,1.30E-05
2.44E-02,1.16E+00,-4.23E-05,3.11E-06,8.78E-06,-2.96E-06,-4.58E-05
2.44E-02,1.19E+00,-3.08E-05,4.60E-05,5.68E-06,1.13E-05,-2.21E-06
2.44E-02,1.21E+00,-5.93E-05,2.53E-05,-2.98E-07,3.07E-05,-1.95E-06
2.44E-02,1.23E+00,-3.38E-05,1.14E-05,-4.50E-06,2.37E-05,-2.38E-05
2.44E-02,1.26E+00,-4.24E-05,3.22E-05,5.22E-06,1.33E-05,-4.64E-05
2.44E-02,1.28E+00,-6.95E-05,8.32E-06,-4.87E-06,3.97E-05,-3.35E-05
2.44E-02,1.31E+00,-2.59E-05,1.77E-05,-8.32E-06,2.26E-05,2.17E-05
2.44E-02,1.33E+00,-1.47E-05,2.64E-05,-3.11E-06,-1.36E-05,-2.37E-05
2.44E-02,1.36E+00,-2.07E-05,3.61E-05,-7.05E-06,1.59E-05,-1.46E-05
2.44E-02,1.38E+00,-4.95E-05,3.09E-05,-1.51E-05,2.63E-05,-1.59E-05
2.44E-02,1.41E+00,-4.82E-05,5.71E-05,7.74E-06,2.27E-05,6.46E-06
2.44E-02,1.43E+00,-4.93E-05,2.61E-05,1.07E-05,1.50E-05,-2.06E-05
2.44E-02,1.45E+00,-3.05E-05,1.85E-05,3.71E-06,1.32E-05,-1.18E-05
2.44E-02,1.48E+00,-2.88E-05,2.33E-05,9.59E-07,1.70E-05,2.03E-05
2.44E-02,1.50E+00,-2.72E-05,3.02E-05,-2.52E-06,9.98E-06,-1.11E-05
2.44E-02,1.53E+00,-2.28E-05,3.82E-05,4.41E-06,8.98E-06,-1.57E-05
2.44E-02,1.55E+00,-3.07E-05,3.38E-05,-5.24E-06,1.34E-05,-5.74E-06
2.44E-02,1.58E+00,-2.45E-05,3.59E-05,-6.20E-06,1.35E-05,-6.98E-06
2.44E-02,1.60E+00,-2.76E-05,1.69E-05,1.01E-05,2.03E-05,1.31E-05
2.44E-02,1.63E+00,-1.97E-05,1.81E-05,-2.95E-06,2.27E-06,-1.10E-05
2.44E-02,1.65E+00,-3.51E-05,8.74E-06,-7.45E-07,7.89E-06,-1.12E-05
2.44E-02,1.67E+00,-2.88E-05,2.34E-05,5.61E-06,9.68E-06,-6.84E-06
2.44E-02,1.70E+00,-2.38E-05,2.18E-05,-9.28E-07,1.13E-05,4.64E-06
2.44E-02,1.72E+00,-1.84E-05,3.91E-05,1.03E-05,4.60E-06,3.55E-06
2.44E-02,1.75E+00,-8.90E-06,2.57E-05,3.09E-06,3.93E-06,-8.99E-06
2.44E-02,1.77E+00,-2.93E-05,2.66E-05,6.20E-06,1.23E-05,6.70E-07
2.44E-02,1.80E+00,-2.47E-05,1.42E-05,2.86E-06,8.82E-06,8.58E-06
2.44E-02,1.82E+00,-2.71E-05,1.02E-05,-1.50E-06,6.59E-06,-3.17E-06
2.44E-02,1.85E+00,-2.03E-05,2.69E-06,1.73E-06,9.17E-06,-4.80E-06
2.44E-02,1.87E+00,-2.34E-05,-9.44E-06,3.73E-06,1.64E-06,2.35E-06
2.44E-02,1.89E+00,-1.89E-05,-4.76E-06,-4.15E-06,1.21E-06,-2.08E-06
2.44E-02,1.92E+00,-1.34E-05,-5.56E-06,-2.94E-06,2.15E-06,-5.45E-06
2.44E-02,1.94E+00,-2.37E-05,-1.79E-05,-1.26E-05,-1.74E-06,6.98E-06
2.44E-02,1.97E+00,-6.88E-06,3.59E-06,-1.82E-06,3.12E-06,1.36E-06
2.44E-02,1.99E+00,-1.18E-05,-1.79E-06,-1.90E-07,-3.33E-06,-1.51E-06
2.44E-02,2.02E+00,-1.96E-05,-8.63E-06,-3.11E-06,1.54E-07,-9.21E-06
2.44E-02,2.04E+00,-1.63E-05,-8.95E-06,-1.33E-06,-1.21E-06,1.32E-05
2.44E-02,2.07E+00,-1.22E-05,6.41E-07,-3.89E-06,-6.06E-06,5.29E-08
2.44E-02,2.09E+00,-1.35E-05,3.09E-06,6.64E-06,-4.40E-06,4.56E-07
2.44E-02,2.12E+00,-9.08E-06,-7.68E-06,1.62E-06,-2.51E-06,-7.33E-07
2.44E-02,2.14E+00,-1.29E-05,-8.70E-06,-9.24E-07,4.55E-06,1.93E-06
2.44E-02,2.16E+00,-1.70E-05,-9.45E-06,-1.64E-06,-1.13E-05,-4.52E-06
2.44E-02,2.19E+00,-1.67E-05,8.33E-06,1.63E-06,-6.05E-06,3.39E-06
2.44E-02,2.21E+00,-1.97E-05,-1.67E-05,9.26E-06,-6.19E-06,8.18E-06
2.44E-02,2.24E+00,-2.16E-05,-3.15E-05,7.91E-06,-8.67E-06,2.66E-06
2.44E-02,2.26E+00,-2.91E-05,-1.76E-05,-3.60E-06,-2.39E-05,-1.71E-05
2.44E-02,2.29E+00,-3.01E-05,-1.75E-05,4.06E-06,-9.65E-06,1.15E-05
2.44E-02,2.31E+00,-3.83E-05,-3.56E-05,-3.73E-06,-2.28E-05,-9.46E-06
2.44E-02,2.34E+00,-2.72E-05,-1.99E-05,2.98E-06,-9.63E-06,9.08E-06
2.44E-02,2.36E+00,-2.64E-05,-1.52E-05,3.27E-06,-1.54E-05,-2.57E-05
2.44E-02,2.38E+00,-3.20E-05,-2.74E-07,-1.08E-05,-1.75E-05,-5.07E-06
2.44E-02,2.41E+00,-3.72E-05,-5.19E-05,5.46E-06,-2.04E-05,2.01E-06
2.44E-02,2.43E+00,-4.84E-05,-5.47E-05,-3.59E-06,-3.27E-05,-2.58E-05
2.44E-02,2.46E+00,-2.23E-05,-3.83E-05,1.36E-05,-1.19E-05,3.01E-06
2.44E-02,2.48E+00,-2.79E-05,-3.08E-05,-1.14E-05,-1.17E-05,-1.82E-05
2.44E-02,2.51E+00,-3.41E-05,-3.82E-05,-1.55E-05,-2.28E-05,-2.12E-05
2.44E-02,2.53E+00,-3.19E-05,-2.21E-05,1.10E-06,-5.48E-06,1.90E-06
2.44E-02,2.56E+00,-4.70E-05,-4.85E-05,6.22E-06,-1.75E-05,2.77E-06
2.44E-02,2.58E+00,-1.38E-05,-5.16E-05,3.55E-07,-1.71E-05,-2.04E-05
2.44E-02,2.60E+00,-3.90E-05,-2.30E-05,-3.17E-06,-2.19E-05,-3.07E-05
2.44E-02,2.63E+00,-3.22E-05,-2.48E-05,-6.53E-06,-1.74E-05,-4.73E-06
2.44E-02,2.65E+00,-3.54E-05,-3.18E-05,-6.41E-07,-3.02E-05,-8.54E-06
2.44E-02,2.68E+00,-3.47E-05,-1.90E-05,-3.34E-06,-2.04E-05,-2.14E-05
2.44E-02,2.70E+00,-1.52E-05,-1.86E-05,-3.32E-06,-3.72E-07,1.15E-05
2.44E-02,2.73E+00,-2.36E-05,-4.08E-05,6.83E-06,-4.44E-06,-8.76E-07
2.44E-02,2.75E+00,-1.54E-05,-3.53E-05,-1.10E-06,-3.19E-05,2.48E-05
2.44E-02,2.78E+00,-1.64E-05,-9.53E-06,-1.06E-05,-2.79E-05,4.67E-06
2.44E-02,2.80E+00,-2.61E-05,-3.59E-05,-1.08E-06,-8.91E-06,-2.03E-07
2.44E-02,2.82E+00,-5.88E-05,-2.18E-05,7.57E-07,-1.63E-05,1.92E-05
2.44E-02,2.85E+00,-1.38E-05,6.81E-06,-7.24E-07,-1.20E-05,6.28E-06
2.44E-02,2.87E+00,2.97E-05,-3.47E-06,-2.85E-06,-4.38E-06,3.39E-05
2.44E-02,2.90E+00,1.91E-05,2.72E-06,3.51E-06,-6.77E-06,1.12E-05
2.44E-02,2.92E+00,1.11E-04,-3.01E-07,3.95E-07,-1.61E-05,-1.38E-05
2.44E-02,2.95E+00,8.31E-05,2.06E-07,1.52E-06,-6.61E-06,-5.31E-06
2.44E-02,2.96E+00,5.42E-05,-1.62E-07,2.81E-07,-2.63E-07,-3.70E-06

x/H,y/H,uww>/Uc**3,<vvv>/Uc**3,<vvw>/Uc**3,<vww>/Uc**3,<www>/Uc**3
1.00E+00,2.16E-02,6.78E-07,-2.03E-07,-2.97E-07,1.57E-07,-7.62E-07
1.00E+00,4.03E-02,-1.42E-06,-3.01E-07,-6.49E-07,1.23E-07,4.13E-06
1.00E+00,6.18E-02,-7.17E-06,6.22E-07,8.89E-07,1.93E-06,-3.12E-06
1.00E+00,8.48E-02,-6.33E-06,-1.15E-07,-3.49E-06,-3.96E-08,-4.69E-05
1.00E+00,1.11E-01,-9.93E-06,-8.04E-07,-4.14E-06,-4.52E-06,-5.18E-05
1.00E+00,1.34E-01,-2.81E-05,-2.63E-07,1.49E-06,-1.65E-05,-3.42E-05
1.00E+00,1.59E-01,-1.42E-05,-5.67E-06,1.73E-06,-4.31E-06,1.34E-05
1.00E+00,1.83E-01,-2.12E-05,1.70E-06,3.14E-06,-6.89E-06,-1.01E-05
1.00E+00,2.07E-01,-2.60E-05,1.08E-05,-1.47E-06,-2.92E-06,2.51E-05
1.00E+00,2.33E-01,-3.06E-05,4.42E-06,4.57E-06,3.55E-06,-1.84E-06
1.00E+00,2.56E-01,-2.50E-05,5.73E-06,1.85E-07,6.84E-06,1.62E-05
1.00E+00,2.82E-01,-7.85E-06,8.07E-06,1.65E-06,3.79E-06,-1.69E-07
1.00E+00,3.06E-01,-2.85E-05,-2.26E-06,-2.24E-05,-2.60E-05,-5.07E-05
1.00E+00,3.31E-01,-5.07E-05,-2.43E-06,-4.16E-06,1.14E-05,8.03E-06
1.00E+00,3.55E-01,-1.36E-05,2.61E-06,-3.20E-06,6.84E-06,7.62E-07
1.00E+00,3.79E-01,-5.37E-05,5.11E-06,-2.89E-08,4.28E-07,-1.86E-05
1.00E+00,4.04E-01,-1.90E-05,1.20E-05,-1.25E-06,5.71E-06,-1.78E-05
1.00E+00,4.28E-01,-4.05E-05,7.30E-06,6.71E-07,-1.08E-07,-1.94E-05
1.00E+00,4.52E-01,-4.77E-06,6.78E-06,2.91E-06,2.31E-06,-2.65E-05
1.00E+00,4.76E-01,-2.26E-05,1.10E-06,-4.85E-07,-1.53E-08,-1.19E-06
1.00E+00,5.01E-01,-1.00E-05,2.14E-05,4.79E-06,-8.32E-06,6.80E-06
1.00E+00,5.26E-01,-2.77E-05,1.41E-05,1.10E-05,1.42E-05,2.00E-06
1.00E+00,5.50E-01,-2.03E-05,1.21E-06,4.42E-06,3.02E-06,-1.80E-06
1.00E+00,5.75E-01,-2.56E-05,2.26E-07,-6.21E-06,-3.17E-06,-2.32E-05
1.00E+00,5.99E-01,-6.88E-06,9.91E-07,-3.80E-06,3.30E-06,-1.50E-05
1.00E+00,6.24E-01,-1.16E-05,7.98E-06,-7.90E-06,-1.11E-05,2.89E-05
1.00E+00,6.48E-01,-7.67E-06,-1.23E-05,-4.00E-06,-1.24E-05,-2.46E-05
1.00E+00,6.72E-01,-2.42E-06,1.39E-05,-1.31E-05,-2.18E-05,-4.30E-05
1.00E+00,6.96E-01,-3.13E-06,-1.75E-05,1.11E-05,-8.30E-06,-4.63E-05
1.00E+00,7.21E-01,-8.76E-06,-5.96E-05,1.95E-05,-1.34E-06,-2.82E-05
1.00E+00,7.46E-01,-2.07E-05,3.14E-07,2.46E-05,3.75E-06,2.10E-05
1.00E+00,7.70E-01,2.35E-05,-8.90E-05,8.87E-06,-5.93E-05,8.72E-06
1.00E+00,7.95E-01,1.46E-05,-8.60E-05,9.48E-08,-3.70E-05,4.84E-05
1.00E+00,8.19E-01,1.06E-04,-2.08E-04,7.66E-05,-1.71E-04,6.66E-05
1.00E+00,8.44E-01,1.36E-04,-3.00E-04,1.58E-05,-1.34E-04,1.31E-04
1.00E+00,8.68E-01,1.61E-04,-3.38E-04,2.27E-05,-1.99E-04,-5.60E-05
1.00E+00,8.92E-01,4.56E-04,-3.69E-04,-7.26E-07,-4.28E-04,2.30E-04
1.00E+00,9.17E-01,2.53E-04,-5.11E-04,-3.33E-05,-4.09E-04,-1.42E-04
1.00E+00,9.42E-01,6.74E-05,-1.99E-04,-7.86E-05,-3.40E-04,-9.99E-06
1.00E+00,9.66E-01,6.18E-05,-1.24E-04,-5.24E-06,-2.01E-04,-2.84E-05
1.00E+00,9.90E-01,6.40E-05,4.68E-06,3.13E-05,-1.02E-04,-2.31E-04
1.00E+00,1.02E+00,-3.30E-04,1.41E-04,-3.51E-05,1.57E-04,-4.06E-05
1.00E+00,1.04E+00,-3.78E-04,1.72E-04,-2.79E-05,1.54E-04,-1.26E-04
1.00E+00,1.06E+00,-3.32E-04,2.30E-04,-6.56E-05,9.09E-05,1.66E-04
1.00E+00,1.09E+00,-2.62E-04,2.12E-04,4.86E-07,1.27E-04,3.15E-05
1.00E+00,1.11E+00,-3.50E-04,1.33E-04,4.37E-05,1.36E-04,1.18E-04
1.00E+00,1.14E+00,-1.09E-04,1.19E-04,-1.02E-05,4.32E-05,-3.35E-05
1.00E+00,1.16E+00,-8.91E-05,5.36E-05,-8.93E-06,4.54E-05,-6.71E-05
1.00E+00,1.19E+00,-1.03E-04,7.44E-05,-5.41E-06,3.78E-05,-3.16E-05
1.00E+00,1.21E+00,-5.65E-05,5.78E-05,8.49E-06,2.43E-05,-4.38E-05
1.00E+00,1.23E+00,-2.79E-05,4.68E-05,1.57E-05,1.34E-05,-9.67E-06
1.00E+00,1.26E+00,-4.16E-05,3.51E-05,5.66E-06,2.70E-05,-1.17E-05
1.00E+00,1.28E+00,-3.11E-05,4.85E-05,3.29E-06,3.43E-05,-7.77E-06
1.00E+00,1.31E+00,-5.42E-05,3.73E-05,1.38E-05,1.89E-05,-4.84E-05
1.00E+00,1.33E+00,-4.03E-05,4.72E-05,-1.10E-05,1.57E-05,-5.36E-06
1.00E+00,1.36E+00,-2.07E-05,1.60E-05,2.81E-07,1.07E-05,3.41E-06
1.00E+00,1.38E+00,-3.96E-05,4.22E-05,-5.34E-06,2.55E-05,-5.77E-06
1.00E+00,1.41E+00,-2.49E-05,3.27E-05,2.33E-06,1.33E-05,-9.62E-07
1.00E+00,1.43E+00,-4.10E-05,2.36E-05,-2.22E-06,1.15E-05,1.48E-06
1.00E+00,1.45E+00,-2.97E-05,1.69E-05,-2.65E-06,1.85E-05,2.71E-06
1.00E+00,1.48E+00,-2.28E-05,2.93E-05,6.95E-06,2.25E-05,-5.19E-06
1.00E+00,1.50E+00,-4.42E-05,3.41E-05,4.34E-06,1.60E-05,-1.07E-05
1.00E+00,1.53E+00,-2.71E-05,3.44E-05,5.62E-06,2.10E-05,1.38E-05
1.00E+00,1.55E+00,-3.23E-05,3.66E-05,5.23E-06,1.53E-05,-5.92E-06
1.00E+00,1.58E+00,-4.22E-05,2.29E-05,-2.80E-06,1.10E-05,-2.00E-05
1.00E+00,1.60E+00,-2.85E-05,2.56E-05,1.67E-06,1.51E-05,-1.93E-05
1.00E+00,1.63E+00,-2.90E-05,3.00E-05,3.26E-06,1.93E-05,-5.18E-06
1.00E+00,1.65E+00,-2.78E-05,1.73E-05,-1.69E-06,1.11E-05,3.08E-06
1.00E+00,1.67E+00,-3.38E-05,6.27E-06,-5.16E-06,4.37E-06,-1.05E-05
1.00E+00,1.70E+00,-2.55E-05,3.81E-05,2.23E-06,1.75E-05,1.21E-06
1.00E+00,1.72E+00,-2.01E-05,2.09E-05,2.73E-06,9.12E-06,-8.14E-06
1.00E+00,1.75E+00,-1.61E-05,2.61E-05,4.04E-06,9.68E-06,2.99E-06
1.00E+00,1.77E+00,-1.96E-05,1.56E-05,5.95E-06,4.68E-06,2.30E-06
1.00E+00,1.80E+00,-1.03E-05,1.01E-05,1.17E-06,4.02E-06,2.17E-06
1.00E+00,1.82E+00,-1.54E-05,2.34E-06,5.59E-06,6.75E-06,9.07E-06
1.00E+00,1.85E+00,-1.69E-05,1.58E-05,5.69E-07,1.60E-06,-2.29E-07
1.00E+00,1.87E+00,-1.72E-05,1.12E-05,2.98E-06,1.24E-05,2.69E-06
1.00E+00,1.89E+00,-1.49E-05,-7.01E-06,-2.50E-06,4.49E-06,5.50E-06
1.00E+00,1.92E+00,-8.15E-06,4.02E-06,-7.08E-07,3.28E-06,-7.55E-07
1.00E+00,1.94E+00,-8.80E-06,6.29E-06,-2.24E-07,3.52E-06,9.32E-07
1.00E+00,1.97E+00,-9.33E-06,1.95E-06,1.74E-06,-5.45E-06,-5.72E-06
1.00E+00,1.99E+00,-1.77E-05,3.37E-06,3.92E-06,1.02E-07,7.76E-06
1.00E+00,2.02E+00,-7.33E-06,-2.36E-05,-1.89E-06,-1.04E-06,1.17E-06
1.00E+00,2.04E+00,-1.27E-05,-9.38E-06,7.30E-06,3.81E-06,9.38E-06
1.00E+00,2.07E+00,-1.88E-05,-1.39E-05,-1.39E-06,-5.19E-06,-4.29E-07
1.00E+00,2.09E+00,-1.79E-05,-8.16E-06,7.82E-06,-3.01E-06,3.77E-06
1.00E+00,2.11E+00,-1.97E-05,-1.17E-05,4.37E-06,-1.16E-05,-1.41E-05
1.00E+00,2.14E+00,-1.76E-05,-8.27E-06,6.27E-06,-2.03E-06,3.90E-06
1.00E+00,2.16E+00,-2.11E-05,-1.51E-05,4.87E-06,-4.50E-06,-2.66E-06
1.00E+00,2.19E+00,-2.36E-05,-2.76E-05,3.92E-06,-1.04E-05,2.21E-06
1.00E+00,2.21E+00,-2.67E-05,-2.15E-05,2.48E-06,-1.26E-05,-1.06E-05
1.00E+00,2.24E+00,-2.29E-05,-3.96E-05,4.46E-07,-9.70E-06,6.27E-07
1.00E+00,2.26E+00,-2.69E-05,-1.97E-05,7.43E-06,-1.28E-05,3.00E-06
1.00E+00,2.29E+00,-2.53E-05,-2.86E-05,2.12E-06,-1.16E-05,-7.54E-06
1.00E+00,2.31E+00,-2.39E-05,-1.60E-05,1.01E-05,-1.09E-05,-3.60E-06
1.00E+00,2.33E+00,-2.77E-05,-4.85E-05,6.22E-07,-1.07E-05,-2.07E-06
1.00E+00,2.36E+00,-4.05E-05,-2.79E-05,-5.20E-06,-2.02E-05,4.91E-06
1.00E+00,2.38E+00,-2.73E-05,-5.68E-06,9.59E-06,-1.33E-05,1.29E-05
1.00E+00,2.41E+00,-3.01E-05,-2.04E-05,3.46E-06,-1.03E-05,-1.74E-05
1.00E+00,2.43E+00,-3.55E-05,-3.73E-05,-3.12E-06,-1.86E-05,-1.46E-05
1.00E+00,2.46E+00,-3.93E-05,-4.23E-05,-1.07E-05,-3.34E-05,-1.67E-05
1.00E+00,2.48E+00,-2.90E-05,-2.82E-05,-1.20E-05,-2.97E-05,-1.36E-06
1.00E+00,2.51E+00,-4.74E-05,-2.43E-05,1.83E-05,-1.38E-05,2.46E-05
1.00E+00,2.53E+00,-4.85E-05,4.68E-06,4.50E-06,-2.53E-05,-2.85E-05
1.00E+00,2.55E+00,-3.22E-05,-2.21E-05,6.10E-06,-2.18E-05,-9.27E-06
1.00E+00,2.58E+00,-4.65E-05,-2.97E-05,-1.96E-06,-1.39E-05,5.82E-05
1.00E+00,2.60E+00,-4.78E-05,-3.10E-05,5.17E-06,-4.27E-05,-2.20E-05
1.00E+00,2.63E+00,-6.25E-05,-7.15E-05,1.35E-07,-1.94E-05,3.63E-05
1.00E+00,2.65E+00,-1.49E-05,-9.62E-06,1.77E-05,-2.07E-05,-3.14E-05
1.00E+00,2.68E+00,-2.43E-05,-1.11E-05,8.56E-06,-1.29E-05,-9.32E-06
1.00E+00,2.70E+00,-3.44E-05,-4.05E-05,1.15E-05,-1.81E-05,1.32E-05
1.00E+00,2.73E+00,-3.07E-05,-4.86E-05,-1.23E-05,-2.23E-05,1.18E-05
1.00E+00,2.75E+00,-2.18E-05,-2.28E-05,2.59E-05,1.21E-05,3.66E-05
1.00E+00,2.77E+00,-5.91E-05,2.85E-06,2.05E-05,-1.71E-05,1.15E-05
1.00E+00,2.80E+00,-6.05E-05,-2.29E-05,-4.89E-06,-2.48E-05,-1.68E-05
1.00E+00,2.82E+00,-9.31E-05,-3.49E-05,-1.52E-05,-2.69E-05,-4.04E-05
1.00E+00,2.85E+00,-3.28E-05,-7.83E-06,-2.90E-06,-2.73E-05,-4.46E-06
1.00E+00,2.87E+00,4.57E-05,-1.71E-05,6.71E-07,-2.93E-06,-2.41E-05
1.00E+00,2.90E+00,2.48E-05,7.19E-06,-1.13E-05,-3.03E-05,-1.18E-05
1.00E+00,2.92E+00,9.09E-05,4.27E-06,7.71E-06,1.72E-06,-2.65E-05
1.00E+00,2.95E+00,9.94E-05,6.38E-07,1.32E-06,-1.96E-07,1.62E-05
1.00E+00,2.96E+00,8.70E-05,3.78E-06,2.90E-06,-3.75E-06,2.71E-05

x/H,y/H,uww>/Uc**3,<vvv>/Uc**3,<vvw>/Uc**3,<vww>/Uc**3,<www>/Uc**3
2.02E+00,1.85E-02,-3.10E-06,-4.49E-06,-1.49E-06,2.05E-06,3.83E-06
2.02E+00,3.75E-02,-7.79E-06,-4.23E-07,-8.06E-07,-2.05E-06,-6.06E-06
2.02E+00,6.17E-02,-8.99E-06,-4.24E-06,-4.65E-06,5.02E-06,-8.69E-05
2.02E+00,8.60E-02,-2.73E-05,4.43E-06,4.14E-06,1.92E-05,-3.15E-05
2.02E+00,1.10E-01,-4.98E-05,4.88E-06,-1.06E-06,1.29E-05,2.13E-05
2.02E+00,1.35E-01,-6.35E-05,-1.47E-06,2.34E-06,8.16E-06,4.48E-05
2.02E+00,1.59E-01,-7.24E-05,4.34E-06,-1.26E-06,7.11E-06,1.00E-04
2.02E+00,1.84E-01,-8.14E-05,-2.63E-05,-5.21E-07,-4.27E-06,5.83E-05
